month,employee_code,branch,cost_center,component_code,component_label,bill_amount,hrms_amount,diff
2026-05,MAS61901,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,883,883
2026-05,MAS61902,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1004,1004
2026-05,MAS61903,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1021,1021
2026-05,MAS61905,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,969,969
2026-05,MAS61907,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS61908,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1004,1004
2026-05,MAS61963,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,969,969
2026-05,MAS61966,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,883,883
2026-05,MAS61971,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1004,1004
2026-05,MAS61972,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS61973,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,969,969
2026-05,MAS61974,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,918,918
2026-05,MAS61975,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS61977,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,623,623
2026-05,MAS61978,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS62027,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,485,485
2026-05,MAS62028,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS62029,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,865,865
2026-05,MAS62030,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,416,416
2026-05,MAS62034,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,969,969
2026-05,MAS62035,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1004,1004
2026-05,MAS62036,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,623,623
2026-05,MAS62040,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1004,1004
2026-05,MAS62042,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,918,918
2026-05,MAS62082,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1004,1004
2026-05,MAS62085,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,761,761
2026-05,MAS62094,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,969,969
2026-05,MAS62097,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,969,969
2026-05,MAS62098,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,761,761
2026-05,MAS62099,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,761,761
2026-05,MAS62170,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS62171,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,865,865
2026-05,MAS62176,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,918,918
2026-05,MAS62182,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,553,553
2026-05,MAS62184,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,969,969
2026-05,MAS62266,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1021,1021
2026-05,MAS62268,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS62271,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS62272,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS62274,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS62275,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS62277,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS62338,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,761,761
2026-05,MAS62340,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,900,900
2026-05,MAS62341,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,830,830
2026-05,MAS62342,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,900,900
2026-05,MAS62476,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,657,657
2026-05,MAS62486,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,416,416
2026-05,MAS62490,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,416,416
2026-05,MAS62493,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,381,381
2026-05,MAS62496,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,416,416
2026-05,MAS62520,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,312,312
2026-05,MAS62524,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,173,173
2026-05,MAS62525,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,312,312
2026-05,MAS62526,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,312,312
2026-05,MAS62527,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,312,312
2026-05,MAS62530,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,312,312
2026-05,MAS62531,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,208,208
2026-05,MAS62532,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,312,312
2026-05,MAS62549,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,416,416
2026-05,MAS62583,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62585,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62586,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62587,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,69,69
2026-05,MAS62588,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,35,35
2026-05,MAS62590,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62591,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62593,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62594,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62596,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62597,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62598,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62599,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62601,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,35,35
2026-05,MAS62602,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62603,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62604,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62607,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS62521,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,104,104
2026-05,MAS01816,"AHMEDABAD-JALDARSHAN","BSS/BO/AHMH-JD/560",TOTAL_DED,"Total Deduction",200,5960,5760
2026-05,MAS02477,"AHMEDABAD-JALDARSHAN","BSS/BO/AHMH-JD/560",TOTAL_DED,"Total Deduction",200,14640,14440
2026-05,MAS03492,"AHMEDABAD-JALDARSHAN","BSS/BO/AHMH-JD/560",TOTAL_DED,"Total Deduction",200,2900,2700
2026-05,MAS48309,"AHMEDABAD-JALDARSHAN","BSS/BO/AHMH-JD/560",TOTAL_DED,"Total Deduction",200,1760,1560
2026-05,MAS48321,"AHMEDABAD-JALDARSHAN","BSS/BO/AHMH-JD/560",TOTAL_DED,"Total Deduction",200,1196,996
2026-05,MAS49935,"AHMEDABAD-JALDARSHAN","BSS/BO/AHMH-JD/560",TOTAL_DED,"Total Deduction",200,2120,1920
2026-05,MAS50351,"AHMEDABAD-JALDARSHAN","BSS/BO/AHMH-JD/560",TOTAL_DED,"Total Deduction",200,1700,1500
2026-05,MAS50770,"AHMEDABAD-JALDARSHAN","BSS/BO/AHMH-JD/560",TOTAL_DED,"Total Deduction",200,1190,990
2026-05,MAS57523,"AHMEDABAD-JALDARSHAN","BSS/BO/AHMH-JD/560",TOTAL_DED,"Total Deduction",200,1239,1039
2026-05,MAS59042,"AHMEDABAD-JALDARSHAN","BSS/BO/AHMH-JD/560",TOTAL_DED,"Total Deduction",200,1235,1035
2026-05,MAS53449,"AHMEDABAD-JALDARSHAN","BSS/IB/AHMH-JD/763",TOTAL_DED,"Total Deduction",200,902,702
2026-05,MAS57555,"AHMEDABAD-JALDARSHAN","BSS/IB/AHMH-JD/763",TOTAL_DED,"Total Deduction",200,902,702
2026-05,MAS54791,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/728",TOTAL_DED,"Total Deduction",200,1202,1002
2026-05,MAS54792,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/728",TOTAL_DED,"Total Deduction",0,937,937
2026-05,MAS62021,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/728",TOTAL_DED,"Total Deduction",200,1536,1336
2026-05,MAS62022,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/728",TOTAL_DED,"Total Deduction",0,387,387
2026-05,MAS54221,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1064,864
2026-05,MAS54639,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,926,726
2026-05,MAS54643,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,879,679
2026-05,MAS54658,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,926,726
2026-05,MAS54919,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,3200,3000
2026-05,MAS55335,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,926,726
2026-05,MAS55531,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,926,726
2026-05,MAS55903,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,926,726
2026-05,MAS56755,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,919,719
2026-05,MAS57100,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1217,1017
2026-05,MAS57165,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1151,951
2026-05,MAS57250,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1151,951
2026-05,MAS57252,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1217,1017
2026-05,MAS57351,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1217,1017
2026-05,MAS57687,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1118,918
2026-05,MAS57985,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1151,951
2026-05,MAS57991,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1217,1017
2026-05,MAS58205,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1216,1016
2026-05,MAS59356,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1151,951
2026-05,MAS59385,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1216,1016
2026-05,MAS59724,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1141,941
2026-05,MAS59884,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",0,843,843
2026-05,MAS59885,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS59886,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1226,1026
2026-05,MAS59972,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS59984,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1141,941
2026-05,MAS60042,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",0,859,859
2026-05,MAS60162,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1141,941
2026-05,MAS60449,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS60450,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",0,794,794
2026-05,MAS60492,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1141,941
2026-05,MAS60494,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS60888,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS61263,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS61398,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS61435,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS61436,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",0,908,908
2026-05,MAS61554,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,2000,1800
2026-05,MAS61619,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1156,956
2026-05,MAS61628,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS61667,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS61668,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS61670,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1281,1081
2026-05,MAS61749,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1940,1740
2026-05,MAS61750,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1940,1740
2026-05,MAS61751,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1940,1740
2026-05,MAS61752,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1940,1740
2026-05,MAS61818,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",0,908,908
2026-05,MAS61819,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS61820,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS61821,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1124,924
2026-05,MAS62052,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS62166,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS62167,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",0,859,859
2026-05,MAS62222,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1940,1740
2026-05,MAS62223,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1940,1740
2026-05,MAS62289,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS62290,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",0,908,908
2026-05,MAS62304,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1940,1740
2026-05,MAS62305,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",1006,1547,541
2026-05,MAS62371,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1141,941
2026-05,MAS62391,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1141,941
2026-05,MAS62408,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",0,811,811
2026-05,MAS62409,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",200,1206,1006
2026-05,MAS62463,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",0,779,779
2026-05,MAS62471,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",0,711,711
2026-05,MAS62552,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",0,452,452
2026-05,MAS62569,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",0,356,356
2026-05,MAS62713,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/919",TOTAL_DED,"Total Deduction",0,65,65
2026-05,49876C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,56368C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,58163C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,58417C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,58462C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,58501C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,58903C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,58922C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,59109C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,59112C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,59208C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,59699C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,59779C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,59910C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,60012C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,60025C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,60036C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,60190C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,60249C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,60530C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,60653C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,60831C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,60872C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,60873C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,60882C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,60904C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,60958C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,61059C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,61061C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,61103C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,61107C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,61126C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,61213C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,61335C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,61336C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,61445C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,61466C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,61467C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,61570C,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",225,0,225
2026-05,MAS48691,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",200,2180,1980
2026-05,MAS51022,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",200,1059,859
2026-05,MAS52127,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",200,975,775
2026-05,MAS52129,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",200,1580,1380
2026-05,MAS54827,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",200,1344,1144
2026-05,MAS54968,"AHMEDABAD-JALDARSHAN","BSS/OB/AHMH-JD/465",TOTAL_DED,"Total Deduction",200,879,679
